WeekStr,ActionCountry,MediaGroup,TotalEvents,TotalArticles,AvgTone,AvgGoldstein,WeekStart
2025-04-21,RP,Global/Other,8,40,-2.8674331353706437,-3.1,2025-04-21
2025-04-21,RS,Global/Other,17,73,-1.5338836950237906,-2.4,2025-04-21
2025-04-21,RW,Global/Other,1,8,-1.58550396375991,-4.4,2025-04-21
2025-04-21,SA,Global/Other,1,2,-1.30293159609121,-4.0,2025-04-21
2025-04-21,SP,Global/Other,1,10,-1.79153094462541,0.4,2025-04-21
2025-04-21,SW,Global/Other,2,8,-0.32258064516129,-2.0,2025-04-21
2025-04-21,SZ,Global/Other,7,28,-2.2817331809549843,-2.085714285714286,2025-04-21
2025-04-21,TH,Global/Other,3,10,-7.2393573819853,-0.6666666666666666,2025-04-21
2025-04-21,TU,Global/Other,2,14,-2.84576534576535,0.5,2025-04-21
2025-04-21,TW,Global/Other,19,73,-1.313678798060623,-0.7894736842105263,2025-04-21
2025-04-21,UK,Global/Other,13,48,-4.3298301185916,-1.9230769230769231,2025-04-21
2025-04-21,UK,Western,3,6,-0.7122156395065566,-1.4000000000000001,2025-04-21
2025-04-21,UP,Global/Other,11,26,-3.2398753448749145,-2.0545454545454547,2025-04-21
2025-04-21,UP,Western,2,4,-3.353334235872045,-4.2,2025-04-21
2025-04-21,US,Chinese,13,30,-0.8490834752299761,1.123076923076923,2025-04-21
2025-04-21,US,Global/Other,717,2600,-2.5088836046327905,-1.2164574616457462,2025-04-21
2025-04-21,US,Western,47,133,-2.9673371471444394,-1.5893617021276596,2025-04-21
2025-04-21,VM,Global/Other,13,56,-1.337488698077586,-3.8,2025-04-21
2025-04-21,VM,Western,1,5,-4.7077922077922,-2.0,2025-04-21
2025-04-21,WA,Global/Other,1,5,-0.93808630393996,0.0,2025-04-21
2025-04-28,AE,Global/Other,1,5,2.14168039538715,0.0,2025-04-28
2025-04-28,AQ,Global/Other,4,20,-1.7580605514359449,-4.0,2025-04-28
2025-04-28,AS,Global/Other,3,8,1.863366136057283,-0.6666666666666666,2025-04-28
2025-04-28,BE,Global/Other,2,18,-2.47540748186975,-2.2,2025-04-28
2025-04-28,BR,Global/Other,2,20,-3.4643478260869602,-1.0,2025-04-28
2025-04-28,CA,Global/Other,4,16,-1.9257971431106626,-2.5,2025-04-28
2025-04-28,CA,Western,2,11,-2.96046918958614,0.0,2025-04-28
2025-04-28,CH,Chinese,11,88,-0.6026913189112372,-1.2181818181818183,2025-04-28
2025-04-28,CH,Global/Other,409,1966,-2.393574046007042,-1.221760391198044,2025-04-28
2025-04-28,CH,Western,25,84,-3.0820480198650673,-1.5919999999999999,2025-04-28
2025-04-28,CI,Global/Other,1,2,-1.7578125,-0.4,2025-04-28
2025-04-28,EC,Global/Other,1,2,-0.98887515451174,3.0,2025-04-28
2025-04-28,ES,Western,5,6,-2.97766749379653,-1.2,2025-04-28
2025-04-28,GM,Global/Other,1,1,-4.48548812664908,-4.0,2025-04-28
2025-04-28,HK,Global/Other,1,2,-1.38339920948617,-4.0,2025-04-28
2025-04-28,HU,Global/Other,1,1,-0.22988505747127,0.0,2025-04-28
2025-04-28,ID,Western,1,1,-3.53430353430354,0.0,2025-04-28
2025-04-28,IN,Global/Other,17,71,-2.232032854153207,0.19411764705882353,2025-04-28
2025-04-28,IR,Global/Other,2,8,-3.74707259953161,0.0,2025-04-28
2025-04-28,IT,Global/Other,1,8,-2.07612456747405,-2.0,2025-04-28
2025-04-28,JA,Global/Other,9,32,-0.4821363559199011,1.0,2025-04-28
2025-04-28,KS,Global/Other,6,17,-2.880124317072237,0.3333333333333333,2025-04-28
2025-04-28,MX,Global/Other,1,6,-1.28205128205128,3.0,2025-04-28
2025-04-28,MY,Global/Other,1,1,-2.62582056892779,-2.0,2025-04-28
2025-04-28,NL,Global/Other,2,7,0.25906735751295,0.0,2025-04-28
2025-04-28,NZ,Global/Other,1,4,-1.56739811912226,0.0,2025-04-28
2025-04-28,PK,Global/Other,4,4,-6.237182192217495,0.9,2025-04-28
2025-04-28,PS,Western,1,2,-2.05882352941177,0.0,2025-04-28
2025-04-28,RP,Global/Other,5,22,-3.482149516797888,-1.8399999999999999,2025-04-28
2025-04-28,RS,Global/Other,5,25,-1.8451254022193802,-0.8800000000000001,2025-04-28
2025-04-28,SA,Global/Other,3,25,-6.011224125319299,-2.6,2025-04-28
2025-04-28,SN,Global/Other,2,2,-3.0870339338081303,-2.0,2025-04-28
2025-04-28,SW,Global/Other,1,8,-5.95238095238095,-2.0,2025-04-28
2025-04-28,TH,Global/Other,2,10,-0.836820083682005,-4.5,2025-04-28
2025-04-28,TU,Global/Other,1,2,-2.73972602739726,-5.0,2025-04-28
2025-04-28,TW,Global/Other,2,4,-2.28867847480986,0.7,2025-04-28
2025-04-28,TW,Western,1,2,-2.20892774965486,0.0,2025-04-28
2025-04-28,UK,Global/Other,2,6,4.22885572139304,-5.0,2025-04-28
2025-04-28,UP,Global/Other,4,23,-3.377566549736985,-2.0,2025-04-28
2025-04-28,US,Chinese,6,34,-3.1791778084515854,-2.4,2025-04-28
2025-04-28,US,Global/Other,285,946,-2.5873335849097803,-1.3305263157894736,2025-04-28
2025-04-28,US,Western,17,36,-1.866711064333297,-2.023529411764706,2025-04-28
2025-04-28,VE,Global/Other,1,2,-4.18604651162791,-2.0,2025-04-28
2025-04-28,VM,Global/Other,2,13,-2.397256462338965,-0.5000000000000002,2025-04-28
